KAI8038481.1	8e7fe2fae3ec20abe750f0ffb39d830f	222	Pfam	PF13417	Glutathione S-transferase, N-terminal domain	6	81	5.2E-18	T	16-11-2022	IPR004045	Glutathione S-transferase, N-terminal
KAI8038481.1	8e7fe2fae3ec20abe750f0ffb39d830f	222	Pfam	PF00043	Glutathione S-transferase, C-terminal domain	123	196	1.9E-9	T	16-11-2022	IPR004046	Glutathione S-transferase, C-terminal
KAI8036600.1	6c3f13d132c3771c600ba5fa533bc74e	671	Pfam	PF13906	C-terminus of AA_permease	553	603	1.1E-22	T	16-11-2022	IPR029485	Cationic amino acid transporter, C-terminal
KAI8036600.1	6c3f13d132c3771c600ba5fa533bc74e	671	Pfam	PF13520	Amino acid permease	39	420	5.2E-44	T	16-11-2022	IPR002293	Amino acid/polyamine transporter I
KAI8038319.1	90faec406e2461530254720b1b685e47	473	Pfam	PF00046	Homeodomain	322	378	1.1E-22	T	16-11-2022	IPR001356	Homeobox domain
KAI8043243.1	49156dd77726523db926a43187a5a04e	521	Pfam	PF17064	Sleepless protein	24	125	5.6E-8	T	16-11-2022	IPR031424	Protein quiver
KAI8043243.1	49156dd77726523db926a43187a5a04e	521	Pfam	PF17064	Sleepless protein	271	372	1.0E-5	T	16-11-2022	IPR031424	Protein quiver
KAI8043243.1	49156dd77726523db926a43187a5a04e	521	Pfam	PF17064	Sleepless protein	398	496	6.1E-7	T	16-11-2022	IPR031424	Protein quiver
KAI8043243.1	49156dd77726523db926a43187a5a04e	521	Pfam	PF17064	Sleepless protein	148	248	3.6E-8	T	16-11-2022	IPR031424	Protein quiver
KAI8043904.1	13671527d6450a6ce5f00b9df1e2d09d	2091	Pfam	PF10493	Rough deal protein C-terminal region	1546	2086	3.1E-192	T	16-11-2022	IPR019527	RZZ complex, subunit KNTC1/ROD, C-terminal
KAI8037968.1	5866ad3a918e80e07dbafc153c150a10	509	Pfam	PF13927	Immunoglobulin domain	223	304	8.8E-11	T	16-11-2022	-	-
KAI8037968.1	5866ad3a918e80e07dbafc153c150a10	509	Pfam	PF13927	Immunoglobulin domain	127	206	9.3E-15	T	16-11-2022	-	-
KAI8037968.1	5866ad3a918e80e07dbafc153c150a10	509	Pfam	PF07679	Immunoglobulin I-set domain	26	112	7.5E-8	T	16-11-2022	IPR013098	Immunoglobulin I-set
KAI8033721.1	48081b7b7563fecfe9afdccf57529a9c	443	Pfam	PF00151	Lipase	127	412	8.9E-60	T	16-11-2022	IPR013818	Lipase
KAI8037718.1	2c0c22d002c3a104b3fa537affba5e0b	477	Pfam	PF06477	Protein of unknown function (DUF1091)	367	448	6.5E-14	T	16-11-2022	IPR010512	Protein of unknown function DUF1091
KAI8037718.1	2c0c22d002c3a104b3fa537affba5e0b	477	Pfam	PF06477	Protein of unknown function (DUF1091)	282	339	1.9E-7	T	16-11-2022	IPR010512	Protein of unknown function DUF1091
KAI8037718.1	2c0c22d002c3a104b3fa537affba5e0b	477	Pfam	PF06477	Protein of unknown function (DUF1091)	140	209	1.6E-14	T	16-11-2022	IPR010512	Protein of unknown function DUF1091
KAI8037718.1	2c0c22d002c3a104b3fa537affba5e0b	477	Pfam	PF06477	Protein of unknown function (DUF1091)	49	115	2.2E-14	T	16-11-2022	IPR010512	Protein of unknown function DUF1091
KAI8046225.1	76c350f20364c3a1e4d9c3a4ea85ac25	1538	Pfam	PF15410	Pleckstrin homology domain	1245	1356	4.4E-48	T	16-11-2022	IPR041681	Pleckstrin homology domain 9
KAI8046225.1	76c350f20364c3a1e4d9c3a4ea85ac25	1538	Pfam	PF01369	Sec7 domain	1055	1203	3.6E-42	T	16-11-2022	IPR000904	Sec7 domain
KAI8046805.1	fa623f0de76cdf0911ec3ecc88af6a03	300	Pfam	PF00013	KH domain	42	83	1.9E-6	T	16-11-2022	IPR004088	K Homology domain, type 1
KAI8034190.1	a2f1f60179f679a8f1a0d049236ddaea	697	Pfam	PF12937	F-box-like	355	400	7.9E-12	T	16-11-2022	IPR001810	F-box domain
KAI8046109.1	5cb3ec0c99b83263c025f4367236292a	1267	Pfam	PF01400	Astacin (Peptidase family M12A)	332	525	1.0E-72	T	16-11-2022	IPR001506	Peptidase M12A
KAI8046109.1	5cb3ec0c99b83263c025f4367236292a	1267	Pfam	PF00431	CUB domain	962	1070	2.5E-34	T	16-11-2022	IPR000859	CUB domain
KAI8046109.1	5cb3ec0c99b83263c025f4367236292a	1267	Pfam	PF00431	CUB domain	644	755	3.7E-37	T	16-11-2022	IPR000859	CUB domain
KAI8046109.1	5cb3ec0c99b83263c025f4367236292a	1267	Pfam	PF00431	CUB domain	801	915	1.5E-29	T	16-11-2022	IPR000859	CUB domain
KAI8046109.1	5cb3ec0c99b83263c025f4367236292a	1267	Pfam	PF00431	CUB domain	1075	1192	3.5E-23	T	16-11-2022	IPR000859	CUB domain
KAI8046109.1	5cb3ec0c99b83263c025f4367236292a	1267	Pfam	PF00431	CUB domain	527	640	7.4E-22	T	16-11-2022	IPR000859	CUB domain
KAI8046109.1	5cb3ec0c99b83263c025f4367236292a	1267	Pfam	PF14670	Coagulation Factor Xa inhibitory site	762	797	3.6E-9	T	16-11-2022	-	-
KAI8046109.1	5cb3ec0c99b83263c025f4367236292a	1267	Pfam	PF14670	Coagulation Factor Xa inhibitory site	922	957	2.0E-8	T	16-11-2022	-	-
KAI8040635.1	e135ab0a655427db04e612d4ab44f3fc	543	Pfam	PF00067	Cytochrome P450	56	525	2.1E-72	T	16-11-2022	IPR001128	Cytochrome P450
KAI8043383.1	c80f4dceb03d88eafb8b0610f7ea7ae9	1460	Pfam	PF00612	IQ calmodulin-binding motif	1202	1220	9.5E-4	T	16-11-2022	IPR000048	IQ motif, EF-hand binding site
KAI8043383.1	c80f4dceb03d88eafb8b0610f7ea7ae9	1460	Pfam	PF00063	Myosin head (motor domain)	457	796	1.1E-57	T	16-11-2022	IPR001609	Myosin head, motor domain
KAI8043383.1	c80f4dceb03d88eafb8b0610f7ea7ae9	1460	Pfam	PF00063	Myosin head (motor domain)	845	1160	3.3E-61	T	16-11-2022	IPR001609	Myosin head, motor domain
KAI8043094.1	6ba68c2110ccfa8672299c990b92f326	191	Pfam	PF00059	Lectin C-type domain	46	149	1.2E-11	T	16-11-2022	IPR001304	C-type lectin-like
KAI8045052.1	9d7ca27c7378071ca6e84c286e331b61	627	Pfam	PF13879	Hemingway/CFA97	528	617	3.8E-8	T	16-11-2022	IPR029488	Hemingway/CFA97
KAI8041196.1	2fff62adfd0121bf3ce6e622eabcfd83	898	Pfam	PF01431	Peptidase family M13	341	411	1.5E-6	T	16-11-2022	IPR018497	Peptidase M13, C-terminal domain
KAI8041196.1	2fff62adfd0121bf3ce6e622eabcfd83	898	Pfam	PF05649	Peptidase family M13	536	786	2.0E-10	T	16-11-2022	IPR008753	Peptidase M13, N-terminal domain
KAI8034766.1	8b3cb099a3ed1eb50efe617e47212d0d	209	Pfam	PF05670	NFACT protein RNA binding domain	1	112	4.2E-38	T	16-11-2022	IPR008532	NFACT, RNA-binding domain
KAI8036303.1	4f64e7fa26829c908d08084ef23c6de0	66	Pfam	PF02935	Cytochrome c oxidase subunit VIIc	6	65	3.6E-17	T	16-11-2022	IPR004202	Cytochrome c oxidase subunit VIIc
KAI8038148.1	2d4216efeb59d612f037d8ddda7ccb4f	81	Pfam	PF13920	Zinc finger, C3HC4 type (RING finger)	31	75	1.2E-8	T	16-11-2022	-	-
KAI8033850.1	e2b1ebfc0942703c3ab4c383c4f389b6	313	Pfam	PF07165	Protein of unknown function (DUF1397)	55	267	4.1E-68	T	16-11-2022	IPR009832	Protein of unknown function DUF1397
KAI8044399.1	a6e07be00a1e05629969111581cd0761	406	Pfam	PF03878	YIF1	141	389	3.9E-84	T	16-11-2022	IPR005578	Yif1 family
KAI8034080.1	b8702fb9360add87b582bf4425b812e3	192	Pfam	PF03091	CutA1 divalent ion tolerance protein	85	181	2.0E-39	T	16-11-2022	IPR004323	Divalent ion tolerance protein, CutA
KAI8039888.1	741295e6b717e6c1620f9b5fb0eb60bf	305	Pfam	PF03134	TB2/DP1, HVA22 family	24	99	2.6E-14	T	16-11-2022	IPR004345	TB2/DP1/HVA22-related protein
KAI8042818.1	d356a77faceead31524d62a0a2b360c9	241	Pfam	PF00535	Glycosyl transferase family 2	9	178	2.1E-37	T	16-11-2022	IPR001173	Glycosyltransferase 2-like
KAI8036185.1	df9b7ef2f2ea845a1f861d67f061f0c7	473	Pfam	PF07767	Nop53 (60S ribosomal biogenesis)	14	417	2.5E-88	T	16-11-2022	IPR011687	Ribosome biogenesis protein Nop53/GLTSCR2
KAI8045482.1	74e2ba948456cb7921816e5cda5b4906	573	Pfam	PF00860	Permease family	49	471	1.3E-80	T	16-11-2022	IPR006043	Nucleobase cation symporter 2 family
KAI8038577.1	dda0849466ba544ef2bb58b8abb2d37e	100	Pfam	PF03911	Sec61beta family	57	95	3.7E-19	T	16-11-2022	IPR016482	Protein transport protein SecG/Sec61-beta/Sbh
KAI8038700.1	e4f6ed2350facfaad6c62f3ad0529ac8	393	Pfam	PF01053	Cys/Met metabolism PLP-dependent enzyme	12	388	9.2E-147	T	16-11-2022	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme
KAI8038628.1	27b0965271662f95bccf4f650d78fe82	484	Pfam	PF12832	MFS_1 like family	107	387	4.4E-46	T	16-11-2022	IPR024989	Major facilitator superfamily associated domain
KAI8041798.1	6f8f77b6e418fd330ee13b1cac3b974c	362	Pfam	PF11581	Antagonist of EGFR signalling, Argos	218	340	3.5E-61	T	16-11-2022	IPR021633	Antagonist of EGFR signalling, Argos
KAI8037034.1	615ddb3eac9a58964facfd1e0af3d0f9	479	Pfam	PF07841	DM4/DM12 family	135	217	9.6E-19	T	16-11-2022	IPR006631	Protein of unknown function DM4/12
KAI8037034.1	615ddb3eac9a58964facfd1e0af3d0f9	479	Pfam	PF07841	DM4/DM12 family	373	455	5.0E-16	T	16-11-2022	IPR006631	Protein of unknown function DM4/12
KAI8043313.1	558c08c7f031d3d9a54f3ec1956b2949	471	Pfam	PF00096	Zinc finger, C2H2 type	310	332	8.3E-5	T	16-11-2022	IPR013087	Zinc finger C2H2-type
KAI8043313.1	558c08c7f031d3d9a54f3ec1956b2949	471	Pfam	PF00096	Zinc finger, C2H2 type	372	393	2.4E-5	T	16-11-2022	IPR013087	Zinc finger C2H2-type
KAI8043313.1	558c08c7f031d3d9a54f3ec1956b2949	471	Pfam	PF00096	Zinc finger, C2H2 type	399	421	1.2E-4	T	16-11-2022	IPR013087	Zinc finger C2H2-type
KAI8043313.1	558c08c7f031d3d9a54f3ec1956b2949	471	Pfam	PF00096	Zinc finger, C2H2 type	427	445	0.0074	T	16-11-2022	IPR013087	Zinc finger C2H2-type
KAI8043313.1	558c08c7f031d3d9a54f3ec1956b2949	471	Pfam	PF00096	Zinc finger, C2H2 type	345	367	5.9E-5	T	16-11-2022	IPR013087	Zinc finger C2H2-type
KAI8039285.1	ef40de1cd28e79fe756b36eae5114e73	974	Pfam	PF08447	PAS fold	420	506	1.4E-21	T	16-11-2022	IPR013655	PAS fold-3
KAI8039285.1	ef40de1cd28e79fe756b36eae5114e73	974	Pfam	PF00989	PAS fold	180	237	1.5E-8	T	16-11-2022	IPR013767	PAS fold
KAI8033393.1	8da1f9419227f068cbbf617004ebdb92	64	Pfam	PF00168	C2 domain	20	61	1.2E-4	T	16-11-2022	IPR000008	C2 domain
KAI8036626.1	fb99c51ec51bd0a9f99dde773ea926c1	450	Pfam	PF03357	Snf7	246	397	1.3E-21	T	16-11-2022	IPR005024	Snf7 family
KAI8041239.1	52b96e23ffcdc0f60604dd0af281cbf6	802	Pfam	PF01223	DNA/RNA non-specific endonuclease	308	520	3.2E-35	T	16-11-2022	IPR001604	DNA/RNA non-specific endonuclease
KAI8041239.1	52b96e23ffcdc0f60604dd0af281cbf6	802	Pfam	PF00089	Trypsin	567	761	5.0E-21	T	16-11-2022	IPR001254	Serine proteases, trypsin domain
KAI8046629.1	5cd8e822ed64048c9c1c407a14e141f4	557	Pfam	PF04777	Erv1 / Alr family	416	512	4.7E-24	T	16-11-2022	IPR017905	ERV/ALR sulfhydryl oxidase domain
KAI8046629.1	5cd8e822ed64048c9c1c407a14e141f4	557	Pfam	PF00085	Thioredoxin	57	137	2.0E-10	T	16-11-2022	IPR013766	Thioredoxin domain
KAI8046629.1	5cd8e822ed64048c9c1c407a14e141f4	557	Pfam	PF18108	QSOX Trx-like domain	190	266	8.2E-7	T	16-11-2022	IPR041269	Sulfhydryl oxidase, Trx-like domain
KAI8032994.1	14545c4dd40fd3729d6277cc3f446472	1171	Pfam	PF07776	Zinc-finger associated domain (zf-AD)	18	101	4.9E-9	T	16-11-2022	IPR012934	Zinc finger, AD-type
KAI8038650.1	8172acd60a97f519a2401f5e618f32b8	134	Pfam	PF01395	PBP/GOBP family	22	126	2.3E-15	T	16-11-2022	IPR006170	Pheromone/general odorant binding protein
KAI8035842.1	89de2695e5d9790ae1569eed9e5eef07	411	Pfam	PF12146	Serine aminopeptidase, S33	183	306	7.8E-14	T	16-11-2022	IPR022742	Serine aminopeptidase, S33
KAI8043228.1	f8b989a843e8682f84777db8bc4d1504	2187	Pfam	PF14738	Cilia- and flagella-associated protein 91	1070	1225	7.2E-44	T	16-11-2022	IPR032840	CFAP91 domain
KAI8043228.1	f8b989a843e8682f84777db8bc4d1504	2187	Pfam	PF14738	Cilia- and flagella-associated protein 91	3	65	5.0E-13	T	16-11-2022	IPR032840	CFAP91 domain
KAI8043228.1	f8b989a843e8682f84777db8bc4d1504	2187	Pfam	PF14738	Cilia- and flagella-associated protein 91	544	692	9.9E-42	T	16-11-2022	IPR032840	CFAP91 domain
KAI8046820.1	f0ceccba1e7312e4339bc4a2a9e7637f	134	Pfam	PF00272	Cecropin family	28	47	1.0E-7	T	16-11-2022	IPR000875	Cecropin
KAI8046820.1	f0ceccba1e7312e4339bc4a2a9e7637f	134	Pfam	PF00272	Cecropin family	99	127	7.3E-12	T	16-11-2022	IPR000875	Cecropin
KAI8046396.1	f2fd85261eac641ae500a42783a3caed	222	Pfam	PF04500	FLYWCH zinc finger domain	2	57	6.0E-15	T	16-11-2022	IPR007588	Zinc finger, FLYWCH-type
KAI8046396.1	f2fd85261eac641ae500a42783a3caed	222	Pfam	PF04500	FLYWCH zinc finger domain	142	202	3.4E-10	T	16-11-2022	IPR007588	Zinc finger, FLYWCH-type
KAI8045520.1	884857d57b720c649d7e98115eaf0f2d	409	Pfam	PF08755	Hemimethylated DNA-binding protein YccV like	160	233	2.4E-6	T	16-11-2022	IPR011722	Hemimethylated DNA-binding domain
KAI8045520.1	884857d57b720c649d7e98115eaf0f2d	409	Pfam	PF04379	ApaG domain	292	367	2.4E-25	T	16-11-2022	IPR007474	ApaG domain
KAI8044345.1	d119020496e367089b74b0046dd797bc	279	Pfam	PF07898	Protein of unknown function (DUF1676)	54	206	5.5E-29	T	16-11-2022	IPR012464	Protein of unknown function DUF1676
KAI8035090.1	9edf8be1957602bd05ef470b810091e2	215	Pfam	PF15477	Small acidic protein family	86	207	7.2E-26	T	16-11-2022	IPR028124	Small acidic protein-like domain
KAI8035181.1	9d80aa73d15e0a5df2ad66092a33bf05	90	Pfam	PF00595	PDZ domain	37	77	9.9E-7	T	16-11-2022	IPR001478	PDZ domain
KAI8041946.1	cb8f62db8a41c39fcf9df6473b1dfcff	504	Pfam	PF00226	DnaJ domain	388	455	4.4E-22	T	16-11-2022	IPR001623	DnaJ domain
KAI8041946.1	cb8f62db8a41c39fcf9df6473b1dfcff	504	Pfam	PF07719	Tetratricopeptide repeat	217	250	1.1E-5	T	16-11-2022	IPR013105	Tetratricopeptide repeat 2
KAI8041946.1	cb8f62db8a41c39fcf9df6473b1dfcff	504	Pfam	PF13432	Tetratricopeptide repeat	40	97	0.0026	T	16-11-2022	-	-
KAI8041946.1	cb8f62db8a41c39fcf9df6473b1dfcff	504	Pfam	PF13181	Tetratricopeptide repeat	302	333	0.15	T	16-11-2022	IPR019734	Tetratricopeptide repeat
KAI8041946.1	cb8f62db8a41c39fcf9df6473b1dfcff	504	Pfam	PF13181	Tetratricopeptide repeat	336	366	0.0021	T	16-11-2022	IPR019734	Tetratricopeptide repeat
KAI8044818.1	5e00d42ebd97fb7522c3dfdf7312aea7	1126	Pfam	PF01465	GRIP domain	1050	1090	1.5E-13	T	16-11-2022	IPR000237	GRIP domain
KAI8045862.1	5ce79c31ba3a66fdbe3ec19b4f4e81d6	298	Pfam	PF00650	CRAL/TRIO domain	95	238	1.9E-18	T	16-11-2022	IPR001251	CRAL-TRIO lipid binding domain
KAI8042152.1	497fc5662f80c2e6a89264187904c3bf	259	Pfam	PF06585	Haemolymph juvenile hormone binding protein (JHBP)	24	238	6.4E-38	T	16-11-2022	IPR010562	Haemolymph juvenile hormone binding
KAI8042480.1	6ee287968140c361000ef4821883f642	151	Pfam	PF17064	Sleepless protein	24	123	2.4E-10	T	16-11-2022	IPR031424	Protein quiver
KAI8039103.1	3c7d145f6c07a57538fbb628ae086546	431	Pfam	PF04042	DNA polymerase alpha/epsilon subunit B	176	385	1.4E-46	T	16-11-2022	IPR007185	DNA polymerase alpha/delta/epsilon, subunit B
KAI8039103.1	3c7d145f6c07a57538fbb628ae086546	431	Pfam	PF18018	DNA polymerase delta subunit OB-fold domain	26	155	1.2E-35	T	16-11-2022	IPR040663	DNA polymerase delta subunit, OB-fold domain
KAI8041783.1	484b5003c642c5db0c8247874835e652	1042	Pfam	PF00168	C2 domain	33	131	9.5E-22	T	16-11-2022	IPR000008	C2 domain
KAI8041783.1	484b5003c642c5db0c8247874835e652	1042	Pfam	PF00397	WW domain	211	240	1.8E-13	T	16-11-2022	IPR001202	WW domain
KAI8041783.1	484b5003c642c5db0c8247874835e652	1042	Pfam	PF00397	WW domain	566	595	1.7E-7	T	16-11-2022	IPR001202	WW domain
KAI8041783.1	484b5003c642c5db0c8247874835e652	1042	Pfam	PF00397	WW domain	617	646	2.6E-13	T	16-11-2022	IPR001202	WW domain
KAI8041783.1	484b5003c642c5db0c8247874835e652	1042	Pfam	PF00632	HECT-domain (ubiquitin-transferase)	736	1038	8.4E-100	T	16-11-2022	IPR000569	HECT domain
KAI8045361.1	b5be60c10ebde38a77d8334c6d69203a	892	Pfam	PF00439	Bromodomain	762	837	1.9E-8	T	16-11-2022	IPR001487	Bromodomain
KAI8040187.1	a4a4af91eb92a2f50f0e7c15328fb33f	746	Pfam	PF13927	Immunoglobulin domain	31	99	4.6E-9	T	16-11-2022	-	-
KAI8040187.1	a4a4af91eb92a2f50f0e7c15328fb33f	746	Pfam	PF13927	Immunoglobulin domain	128	192	6.0E-8	T	16-11-2022	-	-
KAI8040187.1	a4a4af91eb92a2f50f0e7c15328fb33f	746	Pfam	PF13927	Immunoglobulin domain	396	452	9.9E-13	T	16-11-2022	-	-
KAI8040187.1	a4a4af91eb92a2f50f0e7c15328fb33f	746	Pfam	PF07679	Immunoglobulin I-set domain	469	560	1.3E-15	T	16-11-2022	IPR013098	Immunoglobulin I-set
KAI8034769.1	4580dc9aaa11eab9bf25b1cb005f172f	367	Pfam	PF00876	Innexin	20	352	3.9E-102	T	16-11-2022	IPR000990	Innexin
KAI8044101.1	ea61c24d63269624d48e5e84bd81a665	503	Pfam	PF02167	Cytochrome C1 family	82	256	1.4E-52	T	16-11-2022	IPR002326	Cytochrome c1
KAI8044101.1	ea61c24d63269624d48e5e84bd81a665	503	Pfam	PF13328	HD domain	305	388	8.9E-13	T	16-11-2022	-	-
KAI8041408.1	6cc820cebfa2afebe98d823d92ba37d7	468	Pfam	PF00328	Histidine phosphatase superfamily (branch 2)	64	396	2.6E-21	T	16-11-2022	IPR000560	Histidine phosphatase superfamily, clade-2
KAI8045647.1	e8971673771f8644aab26af1d4e8c08b	212	Pfam	PF00089	Trypsin	27	190	1.9E-26	T	16-11-2022	IPR001254	Serine proteases, trypsin domain
KAI8034442.1	4950800ec03defe14d0985f3f61d2432	293	Pfam	PF00250	Forkhead domain	81	164	1.1E-33	T	16-11-2022	IPR001766	Fork head domain
KAI8037134.1	f7f8bd4731815c474ddfdf8506fbf1aa	774	Pfam	PF10557	Cullin protein neddylation domain	704	764	1.6E-26	T	16-11-2022	IPR019559	Cullin protein, neddylation domain
KAI8037134.1	f7f8bd4731815c474ddfdf8506fbf1aa	774	Pfam	PF00888	Cullin family	20	668	9.6E-184	T	16-11-2022	IPR001373	Cullin, N-terminal
KAI8042018.1	6e82244c5becb3021beec4e4978dd614	890	Pfam	PF12215	beta-glucosidase 2, glycosyl-hydrolase family 116 N-term	54	387	1.3E-96	T	16-11-2022	IPR024462	Glycosyl-hydrolase family 116, N-terminal
KAI8042018.1	6e82244c5becb3021beec4e4978dd614	890	Pfam	PF04685	Glycosyl-hydrolase family 116, catalytic region	447	878	9.1E-169	T	16-11-2022	IPR006775	Glycosyl-hydrolase family 116, catalytic region
KAI8033371.1	2e7773615e0097a920d4ceb6fae54367	283	Pfam	PF05154	TM2 domain	220	266	1.8E-13	T	16-11-2022	IPR007829	TM2 domain
KAI8039953.1	f2872b72d8a056599a90eb6fe880afd8	550	Pfam	PF10525	Engrailed homeobox C-terminal signature domain	510	540	2.5E-17	T	16-11-2022	IPR019549	Homeobox engrailed, C-terminal
KAI8039953.1	f2872b72d8a056599a90eb6fe880afd8	550	Pfam	PF00046	Homeodomain	453	509	3.1E-21	T	16-11-2022	IPR001356	Homeobox domain
KAI8043457.1	3697b34eed117193721508ea43c2757a	274	Pfam	PF00089	Trypsin	41	268	6.4E-48	T	16-11-2022	IPR001254	Serine proteases, trypsin domain
KAI8044487.1	4c1b61ed103e668ee24a41a5e49b0f38	230	Pfam	PF13417	Glutathione S-transferase, N-terminal domain	21	100	3.1E-17	T	16-11-2022	IPR004045	Glutathione S-transferase, N-terminal
KAI8044487.1	4c1b61ed103e668ee24a41a5e49b0f38	230	Pfam	PF14497	Glutathione S-transferase, C-terminal domain	138	210	8.2E-6	T	16-11-2022	IPR004046	Glutathione S-transferase, C-terminal
KAI8037890.1	370f9bb338caac738e0f62d8f158f958	314	Pfam	PF07648	Kazal-type serine protease inhibitor domain	253	302	7.0E-9	T	16-11-2022	IPR002350	Kazal domain
KAI8041181.1	b0cffdb322f4cd8f9371d8ed49dba7ad	314	Pfam	PF11467	Lens epithelium-derived growth factor (LEDGF)	97	180	7.0E-11	T	16-11-2022	IPR021567	Lens epithelium-derived growth factor, integrase-binding domain
KAI8041181.1	b0cffdb322f4cd8f9371d8ed49dba7ad	314	Pfam	PF00379	Insect cuticle protein	257	309	3.8E-10	T	16-11-2022	IPR000618	Insect cuticle protein
KAI8040735.1	4356d5701cc7258d18545ebb87b18925	388	Pfam	PF14572	Phosphoribosyl synthetase-associated domain	272	383	8.7E-38	T	16-11-2022	IPR005946	Ribose-phosphate pyrophosphokinase
KAI8040735.1	4356d5701cc7258d18545ebb87b18925	388	Pfam	PF13793	N-terminal domain of ribose phosphate pyrophosphokinase	51	190	1.8E-40	T	16-11-2022	IPR029099	Ribose-phosphate pyrophosphokinase, N-terminal domain
KAI8034355.1	8cd7cb42d78ff30846535c7a802199dc	268	Pfam	PF00106	short chain dehydrogenase	20	208	1.1E-8	T	16-11-2022	IPR002347	Short-chain dehydrogenase/reductase SDR
KAI8041534.1	3249fde1569cd8afd005fbbdb8c74352	516	Pfam	PF00014	Kunitz/Bovine pancreatic trypsin inhibitor domain	48	88	5.3E-7	T	16-11-2022	IPR002223	Pancreatic trypsin inhibitor Kunitz domain
KAI8040902.1	dc90754d3cd0a6d2804c31110e899ea8	412	Pfam	PF01490	Transmembrane amino acid transporter protein	49	197	2.0E-20	T	16-11-2022	IPR013057	Amino acid transporter, transmembrane domain
KAI8040902.1	dc90754d3cd0a6d2804c31110e899ea8	412	Pfam	PF01490	Transmembrane amino acid transporter protein	231	402	9.1E-26	T	16-11-2022	IPR013057	Amino acid transporter, transmembrane domain
KAI8046254.1	d820bee708f1092040b3ed380ede5848	974	Pfam	PF16179	Rel homology dimerisation domain	335	438	4.2E-34	T	16-11-2022	IPR032397	Rel homology dimerisation domain
KAI8046254.1	d820bee708f1092040b3ed380ede5848	974	Pfam	PF00554	Rel homology DNA-binding domain	143	325	3.8E-51	T	16-11-2022	IPR011539	Rel homology domain (RHD), DNA-binding domain
KAI8046254.1	d820bee708f1092040b3ed380ede5848	974	Pfam	PF12796	Ankyrin repeats (3 copies)	640	731	1.5E-13	T	16-11-2022	IPR002110	Ankyrin repeat
KAI8036642.1	5fee76b386d8913cb48e1ec88ab50fb7	180	Pfam	PF00025	ADP-ribosylation factor family	6	175	2.0E-74	T	16-11-2022	IPR006689	Small GTPase superfamily, ARF/SAR type
KAI8046586.1	f6c2c115d7285e3dcd9f622c2bced7c7	570	Pfam	PF12937	F-box-like	100	136	1.1E-7	T	16-11-2022	IPR001810	F-box domain
KAI8046586.1	f6c2c115d7285e3dcd9f622c2bced7c7	570	Pfam	PF12125	D domain of beta-TrCP	47	85	1.1E-24	T	16-11-2022	IPR021977	D domain of beta-TrCP
KAI8046586.1	f6c2c115d7285e3dcd9f622c2bced7c7	570	Pfam	PF00400	WD domain, G-beta repeat	211	236	0.044	T	16-11-2022	IPR001680	WD40 repeat
KAI8046586.1	f6c2c115d7285e3dcd9f622c2bced7c7	570	Pfam	PF00400	WD domain, G-beta repeat	365	399	1.2E-4	T	16-11-2022	IPR001680	WD40 repeat
